Population	Species	Date	Month	Quadrat	Cauloid_size	Leaf_size	Fertility	Comments
Cala Estreta	Cystoseira mediterranea	3/29/2021	March	6	6	16	0	
Cala Estreta	Cystoseira mediterranea	3/29/2021	March	7	5	10	0	
Cala Estreta	Cystoseira mediterranea	3/29/2021	March	7	4	6	0	
Cala Estreta	Cystoseira mediterranea	3/29/2021	March	7	5	7	0	
Cala Estreta	Cystoseira mediterranea	3/29/2021	March	7	7	12	0	
Cala Estreta	Cystoseira mediterranea	3/29/2021	March	7	9	14	0	
Cala Estreta	Cystoseira mediterranea	3/29/2021	March	7	5	8	0	
Cala Estreta	Cystoseira mediterranea	3/29/2021	March	7	7	16	0	
Cala Estreta	Cystoseira mediterranea	3/29/2021	March	7	5	13	0	
Cala Estreta	Cystoseira mediterranea	3/29/2021	March	8	8	14	0	
Cala Estreta	Cystoseira mediterranea	3/29/2021	March	8	11	26	0	
Cala Estreta	Cystoseira mediterranea	3/29/2021	March	8	7	14	0	
Cala Estreta	Cystoseira mediterranea	3/29/2021	March	8	6	13	0	
Cala Estreta	Cystoseira mediterranea	3/29/2021	March	8	7	12	0	
Cala Estreta	Cystoseira mediterranea	3/29/2021	March	8	4	18	0	
Cala Estreta	Cystoseira mediterranea	3/29/2021	March	9	6	13	0	
Cala Estreta	Cystoseira mediterranea	3/29/2021	March	9	12	28	0	
Cala Estreta	Cystoseira mediterranea	3/29/2021	March	10	4	15	0	
Cala Estreta	Cystoseira mediterranea	3/29/2021	March	10	6	23	0	
Cala Estreta	Cystoseira mediterranea	3/29/2021	March	10	1	6	0	
Cala Estreta	Cystoseira mediterranea	3/29/2021	March	10	3	17	0	
Cala Estreta	Cystoseira mediterranea	3/29/2021	March	10	8	20	0	
Cala Estreta	Cystoseira mediterranea	3/29/2021	March	11	4	13	0	
Cala Estreta	Cystoseira mediterranea	3/29/2021	March	11	8	15	0	
Cala Estreta	Cystoseira mediterranea	3/29/2021	March	11	5	22	0	
Cala Estreta	Cystoseira mediterranea	3/29/2021	March	12	5	10	0	
Cala Estreta	Cystoseira mediterranea	3/29/2021	March	12	9	18	0	
Cala Estreta	Cystoseira mediterranea	3/29/2021	March	12	1	7	0	
Cala Estreta	Cystoseira mediterranea	3/29/2021	March	12	2	4	0	
Cala Estreta	Cystoseira mediterranea	3/29/2021	March	12	4	17	0	
Cala Estreta	Cystoseira mediterranea	3/29/2021	March	12	8	15	0	
Cala Estreta	Cystoseira mediterranea	3/29/2021	March	13	6	13	0	
Cala Estreta	Cystoseira mediterranea	3/29/2021	March	13	8	22	0	
Cala Estreta	Cystoseira mediterranea	3/29/2021	March	13	6	16	0	
Cala Estreta	Cystoseira mediterranea	3/29/2021	March	13	7	18	0	
Cala Estreta	Cystoseira mediterranea	3/29/2021	March	14	3	10	0	
Cala Estreta	Cystoseira mediterranea	3/29/2021	March	14	1	3	0	
Cala Estreta	Cystoseira mediterranea	3/29/2021	March	14	2	10	0	
Cala Estreta	Cystoseira mediterranea	3/29/2021	March	14	3	7	0	
Cala Estreta	Cystoseira mediterranea	3/29/2021	March	14	5	14	0	
Cala Estreta	Cystoseira mediterranea	3/29/2021	March	14	3	11	0	
Cala Estreta	Cystoseira mediterranea	3/29/2021	March	14	3	12	0	
Cala Estreta	Cystoseira mediterranea	3/29/2021	March	15	5	10	0	
Cala Estreta	Cystoseira mediterranea	3/29/2021	March	15	2	7	0	
Cala Estreta	Cystoseira mediterranea	3/29/2021	March	15	2	6	0	
Cala Estreta	Cystoseira mediterranea	3/29/2021	March	15	2	6	0	
Cala Estreta	Cystoseira mediterranea	3/29/2021	March	15	2	6	0	
Cala Estreta	Cystoseira mediterranea	3/29/2021	March	16	2	7	0	
Cala Estreta	Cystoseira mediterranea	3/29/2021	March	16	1	7	0	
Cala Estreta	Cystoseira mediterranea	3/29/2021	March	16	3	7	0	
Cala Estreta	Cystoseira mediterranea	3/29/2021	March	16	1	10	0	
Cala Estreta	Cystoseira mediterranea	3/29/2021	March	17	2	14	0	
Cala Estreta	Cystoseira mediterranea	3/29/2021	March	17	3	9	0	
Cala Estreta	Cystoseira mediterranea	3/29/2021	March	17	2	11	0	
Cala Estreta	Cystoseira mediterranea	3/29/2021	March	17	1	5	0	
Cala Estreta	Cystoseira mediterranea	3/29/2021	March	17	2	8	0	
Cala Estreta	Cystoseira mediterranea	3/29/2021	March	17	2	6	0	
Cala Estreta	Cystoseira mediterranea	3/29/2021	March	17	1	9	0	
Cala Estreta	Cystoseira mediterranea	3/29/2021	March	18	3	14	0	
Cala Estreta	Cystoseira mediterranea	3/29/2021	March	18	2	9	0	
Cala Estreta	Cystoseira mediterranea	3/29/2021	March	18	2	15	0	
Cala Estreta	Cystoseira mediterranea	3/29/2021	March	18	3	11	0	
Cala Estreta	Cystoseira mediterranea	5/7/2021	April	1	6	27	0	
Cala Estreta	Cystoseira mediterranea	5/7/2021	April	1	3	28	0	
Cala Estreta	Cystoseira mediterranea	5/7/2021	April	1	8	20	0	
Cala Estreta	Cystoseira mediterranea	5/7/2021	April	1	4	23	0	
Cala Estreta	Cystoseira mediterranea	5/7/2021	April	2	4	14	0	
Cala Estreta	Cystoseira mediterranea	5/7/2021	April	2	7	13	0	
Cala Estreta	Cystoseira mediterranea	5/7/2021	April	2	6	24	0	
Cala Estreta	Cystoseira mediterranea	5/7/2021	April	2	7	34	0	
Cala Estreta	Cystoseira mediterranea	5/7/2021	April	2	8	39	0	
Cala Estreta	Cystoseira mediterranea	5/7/2021	April	3	2	30	0	
Cala Estreta	Cystoseira mediterranea	5/7/2021	April	3	1	24	0	
Cala Estreta	Cystoseira mediterranea	5/7/2021	April	3	10	30	0	
Cala Estreta	Cystoseira mediterranea	5/7/2021	April	3	5	28	0	
Cala Estreta	Cystoseira mediterranea	5/7/2021	April	3	1	24	0	
Cala Estreta	Cystoseira mediterranea	5/7/2021	April	3	10	28	0	
Cala Estreta	Cystoseira mediterranea	5/7/2021	April	4	2	16	0	
Cala Estreta	Cystoseira mediterranea	5/7/2021	April	4	4	16	0	
Cala Estreta	Cystoseira mediterranea	5/7/2021	April	4	5	31	0	
Cala Estreta	Cystoseira mediterranea	5/7/2021	April	4	6	26	0	
Cala Estreta	Cystoseira mediterranea	5/7/2021	April	4	7	23	0	
Cala Estreta	Cystoseira mediterranea	5/7/2021	April	5	8	17	0	
Cala Estreta	Cystoseira mediterranea	5/7/2021	April	5	9	29	0	
Cala Estreta	Cystoseira mediterranea	5/7/2021	April	5	7	25	0	
Cala Estreta	Cystoseira mediterranea	5/7/2021	April	5	3	20	0	
Cala Estreta	Cystoseira mediterranea	5/7/2021	April	6	5	30	0	
Cala Estreta	Cystoseira mediterranea	5/7/2021	April	6	6	19	0	
Cala Estreta	Cystoseira mediterranea	5/7/2021	April	6	3	17	0	
Cala Estreta	Cystoseira mediterranea	5/7/2021	April	6	7	20	0	
Cala Estreta	Cystoseira mediterranea	5/7/2021	April	6	2	22	0	
Cala Estreta	Cystoseira mediterranea	5/7/2021	April	6	6	25	0	
Cala Estreta	Cystoseira mediterranea	5/7/2021	April	6	4	23	0	
Cala Estreta	Cystoseira mediterranea	5/7/2021	April	6	7	28	0	
Cala Estreta	Cystoseira mediterranea	5/7/2021	April	6	1	10	0	
Cala Estreta	Cystoseira mediterranea	5/7/2021	April	7	5	33	0	
Cala Estreta	Cystoseira mediterranea	5/7/2021	April	7	2	26	0	
Cala Estreta	Cystoseira mediterranea	5/7/2021	April	7	6	21	0	
Cala Estreta	Cystoseira mediterranea	5/7/2021	April	7	6	25	0	
Cala Estreta	Cystoseira mediterranea	5/7/2021	April	8	5	25	0	
Cala Estreta	Cystoseira mediterranea	5/7/2021	April	8	4	23	0	
Cala Estreta	Cystoseira mediterranea	5/7/2021	April	8	10	31	0	
Cala Estreta	Cystoseira mediterranea	5/7/2021	April	8	6	30	0	
Cala Estreta	Cystoseira mediterranea	5/7/2021	April	9	4	18	0	
Cala Estreta	Cystoseira mediterranea	5/7/2021	April	9	1	10	0	
Cala Estreta	Cystoseira mediterranea	5/7/2021	April	10	2	19	0	
Cala Estreta	Cystoseira mediterranea	5/7/2021	April	10	2	20	0	
Cala Estreta	Cystoseira mediterranea	5/7/2021	April	10	3	20	0	
Cala Estreta	Cystoseira mediterranea	5/7/2021	April	10	2	17	0	
Cala Estreta	Cystoseira mediterranea	5/7/2021	April	10	1	14	0	
Cala Estreta	Cystoseira mediterranea	5/7/2021	April	11	3	20	0	
Cala Estreta	Cystoseira mediterranea	5/7/2021	April	11	2	18	0	
Cala Estreta	Cystoseira mediterranea	5/7/2021	April	11	4	21	0	
Cala Estreta	Cystoseira mediterranea	5/7/2021	April	11	8	21	0	
Cala Estreta	Cystoseira mediterranea	5/7/2021	April	11	4	24	0	
Cala Estreta	Cystoseira mediterranea	5/7/2021	April	12	3	24	0	
Cala Estreta	Cystoseira mediterranea	5/7/2021	April	12	0.5	2	0	
Cala Estreta	Cystoseira mediterranea	5/7/2021	April	13	9	31	0	
Cala Estreta	Cystoseira mediterranea	5/7/2021	April	13	8	28	0	
Cala Estreta	Cystoseira mediterranea	5/7/2021	April	13	1	16	0	
Cala Estreta	Cystoseira mediterranea	5/7/2021	April	13	2	17	0	
Cala Estreta	Cystoseira mediterranea	5/7/2021	April	13	1	14	0	
Cala Estreta	Cystoseira mediterranea	5/7/2021	April	14	5	20	0	
Cala Estreta	Cystoseira mediterranea	5/7/2021	April	14	6	23	0	
Cala Estreta	Cystoseira mediterranea	5/7/2021	April	14	7	28	0	
Cala Estreta	Cystoseira mediterranea	5/7/2021	April	14	6	29	0	
Cala Estreta	Cystoseira mediterranea	5/7/2021	April	14	7	21	0	
Cala Estreta	Cystoseira mediterranea	5/7/2021	April	15	1	15	0	
Cala Estreta	Cystoseira mediterranea	5/7/2021	April	15	2	18	0	
Cala Estreta	Cystoseira mediterranea	5/7/2021	April	15	1	23	0	
Cala Estreta	Cystoseira mediterranea	5/7/2021	April	15	8	28	0	
Cala Estreta	Cystoseira mediterranea	5/7/2021	April	15	1	15	0	
Cala Estreta	Cystoseira mediterranea	5/7/2021	April	16	6	24	0	
Cala Estreta	Cystoseira mediterranea	5/7/2021	April	16	5	28	0	
Cala Estreta	Cystoseira mediterranea	5/7/2021	April	16	5	25	0	
Cala Estreta	Cystoseira mediterranea	5/7/2021	April	16	11	25	0	
Cala Estreta	Cystoseira mediterranea	5/7/2021	April	16	4	24	0	
Cala Estreta	Cystoseira mediterranea	5/7/2021	April	17	4	27	0	
Cala Estreta	Cystoseira mediterranea	5/7/2021	April	17	3	24	0	
Cala Estreta	Cystoseira mediterranea	5/7/2021	April	17	4	17	0	
Cala Estreta	Cystoseira mediterranea	5/7/2021	April	17	2	25	0	
Cala Estreta	Cystoseira mediterranea	5/7/2021	April	17	5	18	0	
Cala Estreta	Cystoseira mediterranea	5/7/2021	April	18	7	17	0	
Cala Estreta	Cystoseira mediterranea	5/7/2021	April	18	3	14	0	
Cala Estreta	Cystoseira mediterranea	5/7/2021	April	18	4	22	0	
Cala Estreta	Cystoseira mediterranea	5/7/2021	April	18	2	18	0	
Cala Estreta	Cystoseira mediterranea	5/7/2021	April	18	4	25	0	
Cala Estreta	Cystoseira mediterranea	5/7/2021	April	18	1	12	0	
Cala Estreta	Cystoseira mediterranea	5/7/2021	April	18	1	11	0	
Cala Estreta	Cystoseira mediterranea	5/7/2021	April	18	4	16	0	
Cala Estreta	Cystoseira mediterranea	5/7/2021	April	19	5	31	0	
Cala Estreta	Cystoseira mediterranea	5/7/2021	April	19	7	24	0	
Cala Estreta	Cystoseira mediterranea	5/7/2021	April	19	4	32	0	
Cala Estreta	Cystoseira mediterranea	5/7/2021	April	19	3	29	0	
Cala Estreta	Cystoseira mediterranea	5/7/2021	April	19	7	24	0	
Cala Estreta	Cystoseira mediterranea	5/7/2021	April	19	1	16	0	
Cala Estreta	Cystoseira mediterranea	5/7/2021	April	19	4	25	0	
Cala Estreta	Cystoseira mediterranea	5/7/2021	April	20	3	23	0	
Cala Estreta	Cystoseira mediterranea	5/7/2021	April	20	4	27	0	
Cala Estreta	Cystoseira mediterranea	5/7/2021	April	20	6	26	0	
Cala Estreta	Cystoseira mediterranea	5/7/2021	April	21	1	12	0	
Cala Estreta	Cystoseira mediterranea	5/7/2021	April	21	1	20	0	
Cala Estreta	Cystoseira mediterranea	5/7/2021	April	21	2	15	0	
Cala Estreta	Cystoseira mediterranea	5/7/2021	April	21	3	16	0	
Cala Estreta	Cystoseira mediterranea	5/7/2021	April	21	4	21	0	
Cala Estreta	Cystoseira mediterranea	5/7/2021	April	21	2	16	0	
Cala Estreta	Cystoseira mediterranea	5/7/2021	April	21	4	20	0	
Cala Estreta	Cystoseira mediterranea	5/7/2021	April	21	1	23	0	
Cala Estreta	Cystoseira mediterranea	5/7/2021	April	22	1	9	0	
Cala Estreta	Cystoseira mediterranea	5/7/2021	April	22	2	18	0	
Cala Estreta	Cystoseira mediterranea	5/7/2021	April	22	4	16	0	
Cala Estreta	Cystoseira mediterranea	5/7/2021	April	22	5	19	0	
Cala Estreta	Cystoseira mediterranea	5/7/2021	April	22	5	19	0	
Cala Estreta	Cystoseira mediterranea	5/7/2021	April	22	1	20	0	
Cala Estreta	Cystoseira mediterranea	5/27/2021	May	1	3	24	0	
Cala Estreta	Cystoseira mediterranea	5/27/2021	May	1	0.5	0.5	0	
Cala Estreta	Cystoseira mediterranea	5/27/2021	May	1	1	1	0	
Cala Estreta	Cystoseira mediterranea	5/27/2021	May	1	0.5	0.5	0	
Cala Estreta	Cystoseira mediterranea	5/27/2021	May	1	0.5	0.5	0	
Cala Estreta	Cystoseira mediterranea	5/27/2021	May	1	0.5	0.5	0	
Cala Estreta	Cystoseira mediterranea	5/27/2021	May	1	2	2	0	
Cala Estreta	Cystoseira mediterranea	5/27/2021	May	2	9	27	0	
Cala Estreta	Cystoseira mediterranea	5/27/2021	May	2	4	22	0	
Cala Estreta	Cystoseira mediterranea	5/27/2021	May	2	6	15	0	
Cala Estreta	Cystoseira mediterranea	5/27/2021	May	2	2	2	0	
Cala Estreta	Cystoseira mediterranea	5/27/2021	May	2	4	20	0	
Cala Estreta	Cystoseira mediterranea	5/27/2021	May	2	7	27	0	
Cala Estreta	Cystoseira mediterranea	5/27/2021	May	3	6	20	0	
Cala Estreta	Cystoseira mediterranea	5/27/2021	May	3	11	27	0	
Cala Estreta	Cystoseira mediterranea	5/27/2021	May	3	4	19	0	
Cala Estreta	Cystoseira mediterranea	5/27/2021	May	3	5	26	0	
Cala Estreta	Cystoseira mediterranea	5/27/2021	May	4	3	22	0	
Cala Estreta	Cystoseira mediterranea	5/27/2021	May	4	2	21	0	
Cala Estreta	Cystoseira mediterranea	5/27/2021	May	4	7	31	0	
Cala Estreta	Cystoseira mediterranea	5/27/2021	May	4	4	21	0	
Cala Estreta	Cystoseira mediterranea	5/27/2021	May	4	3	33	0	
Cala Estreta	Cystoseira mediterranea	5/27/2021	May	5	3	13	0	
Cala Estreta	Cystoseira mediterranea	5/27/2021	May	5	3	17	0	
Cala Estreta	Cystoseira mediterranea	5/27/2021	May	5	5	21	0	
Cala Estreta	Cystoseira mediterranea	5/27/2021	May	5	5	21	0	
Cala Estreta	Cystoseira mediterranea	5/27/2021	May	5	3	18	0	
Cala Estreta	Cystoseira mediterranea	5/27/2021	May	5	5	24	0	
Cala Estreta	Cystoseira mediterranea	5/27/2021	May	5	7	22	0	
Cala Estreta	Cystoseira mediterranea	5/27/2021	May	5	2	10	0	
Cala Estreta	Cystoseira mediterranea	5/27/2021	May	5	2	6	0	
Cala Estreta	Cystoseira mediterranea	5/27/2021	May	5	8	34	0	
Cala Estreta	Cystoseira mediterranea	5/27/2021	May	6	4	18	0	
Cala Estreta	Cystoseira mediterranea	5/27/2021	May	6	5	13	0	
Cala Estreta	Cystoseira mediterranea	5/27/2021	May	6	3	3	0	
Cala Estreta	Cystoseira mediterranea	5/27/2021	May	6	1	14	0	
Cala Estreta	Cystoseira mediterranea	5/27/2021	May	6	6	20	0	
Cala Estreta	Cystoseira mediterranea	5/27/2021	May	6	2	14	0	
Cala Estreta	Cystoseira mediterranea	5/27/2021	May	6	7	21	0	
Cala Estreta	Cystoseira mediterranea	5/27/2021	May	6	6	14	0	
Cala Estreta	Cystoseira mediterranea	5/27/2021	May	7	3	12	0	
Cala Estreta	Cystoseira mediterranea	5/27/2021	May	7	4	19	0	
Cala Estreta	Cystoseira mediterranea	5/27/2021	May	7	5	18	0	
Cala Estreta	Cystoseira mediterranea	5/27/2021	May	7	4	18	0	
Cala Estreta	Cystoseira mediterranea	5/27/2021	May	7	5	19	0	
Cala Estreta	Cystoseira mediterranea	5/27/2021	May	7	4	20	0	
Cala Estreta	Cystoseira mediterranea	5/27/2021	May	7	4	8	0	
Cala Estreta	Cystoseira mediterranea	5/27/2021	May	7	1	11	0	
Cala Estreta	Cystoseira mediterranea	5/27/2021	May	7	2	18	0	
Cala Estreta	Cystoseira mediterranea	5/27/2021	May	7	2	6	0	
Cala Estreta	Cystoseira mediterranea	5/27/2021	May	8	2	20	0	
Cala Estreta	Cystoseira mediterranea	5/27/2021	May	8	1.5	12	0	
Cala Estreta	Cystoseira mediterranea	5/27/2021	May	8	5	25	0	
Cala Estreta	Cystoseira mediterranea	5/27/2021	May	8	4	21	0	
Cala Estreta	Cystoseira mediterranea	5/27/2021	May	8	5	31	0	
Cala Estreta	Cystoseira mediterranea	5/27/2021	May	9	1.5	22	0	
Cala Estreta	Cystoseira mediterranea	5/27/2021	May	9	8	35	0	
Cala Estreta	Cystoseira mediterranea	5/27/2021	May	9	3.5	31	0	
Cala Estreta	Cystoseira mediterranea	5/27/2021	May	9	2.5	29	0	
Cala Estreta	Cystoseira mediterranea	5/27/2021	May	10	3	29.5	0	
Cala Estreta	Cystoseira mediterranea	5/27/2021	May	10	3	26	0	
Cala Estreta	Cystoseira mediterranea	5/27/2021	May	10	9	28	0	
Cala Estreta	Cystoseira mediterranea	5/27/2021	May	10	5.5	32	0	
Cala Estreta	Cystoseira mediterranea	5/27/2021	May	10	8	37	0	
Cala Estreta	Cystoseira mediterranea	5/27/2021	May	10	2	33	0	
Cala Estreta	Cystoseira mediterranea	5/27/2021	May	11	5	33	0	
Cala Estreta	Cystoseira mediterranea	5/27/2021	May	11	0.5	10	0	
Cala Estreta	Cystoseira mediterranea	5/27/2021	May	11	0.2	3	0	
Cala Estreta	Cystoseira mediterranea	5/27/2021	May	11	0.5	18	0	
Cala Estreta	Cystoseira mediterranea	5/27/2021	May	11	1	29.5	0	
Cala Estreta	Cystoseira mediterranea	5/27/2021	May	11	1	28	0	
Cala Estreta	Cystoseira mediterranea	5/27/2021	May	11	2	29	0	
Cala Estreta	Cystoseira mediterranea	5/27/2021	May	11	2	28	0	
Cala Estreta	Cystoseira mediterranea	5/27/2021	May	11	2	27.5	0	
Cala Estreta	Cystoseira mediterranea	5/27/2021	May	11	2	24	0	
Cala Estreta	Cystoseira mediterranea	5/27/2021	May	11	1	30	0	
Cala Estreta	Cystoseira mediterranea	5/27/2021	May	11	2	22	0	
Cala Estreta	Cystoseira mediterranea	5/27/2021	May	11	2	32	0	
Cala Estreta	Cystoseira mediterranea	5/27/2021	May	12	1.5	22	0	
Cala Estreta	Cystoseira mediterranea	5/27/2021	May	12	2	22.5	0	
Cala Estreta	Cystoseira mediterranea	5/27/2021	May	12	2	18.5	0	
Cala Estreta	Cystoseira mediterranea	5/27/2021	May	12	5	32.5	0	
Cala Estreta	Cystoseira mediterranea	5/27/2021	May	12	9	36.5	0	
Cala Estreta	Cystoseira mediterranea	5/27/2021	May	12	6	35	0	
Cala Estreta	Cystoseira mediterranea	5/27/2021	May	13	5	30	0	
Cala Estreta	Cystoseira mediterranea	5/27/2021	May	13	0.5	12	0	
Cala Estreta	Cystoseira mediterranea	5/27/2021	May	13	5	15	0	
Cala Estreta	Cystoseira mediterranea	5/27/2021	May	14	4	12	0	
Cala Estreta	Cystoseira mediterranea	5/27/2021	May	14	2	13	0	
Cala Estreta	Cystoseira mediterranea	5/27/2021	May	14	2	20	0	
Cala Estreta	Cystoseira mediterranea	5/27/2021	May	14	3	27	0	
Cala Estreta	Cystoseira mediterranea	5/27/2021	May	14	4	23	0	
Cala Estreta	Cystoseira mediterranea	5/27/2021	May	14	2.5	24	0	
Cala Estreta	Cystoseira mediterranea	5/27/2021	May	14	0.5	9	0	
Cala Estreta	Cystoseira mediterranea	5/27/2021	May	15	2	20	0	
Cala Estreta	Cystoseira mediterranea	5/27/2021	May	15	2	20	0	
Cala Estreta	Cystoseira mediterranea	5/27/2021	May	15	5	20	0	
Cala Estreta	Cystoseira mediterranea	5/27/2021	May	15	4	20	0	
Cala Estreta	Cystoseira mediterranea	5/27/2021	May	15	5	20	0	
Cala Estreta	Cystoseira mediterranea	5/27/2021	May	15	3	21	0	
Cala Estreta	Cystoseira mediterranea	5/27/2021	May	15	3	19	0	
Cala Estreta	Cystoseira mediterranea	5/27/2021	May	15	6	20	0	
Cala Estreta	Cystoseira mediterranea	5/27/2021	May	15	5	21	0	
Cala Estreta	Cystoseira mediterranea	5/27/2021	May	15	3	19.5	0	
Cala Estreta	Cystoseira mediterranea	5/27/2021	May	15	3	25	0	
Cala Estreta	Cystoseira mediterranea	7/2/2021	June	1	3	25		
Cala Estreta	Cystoseira mediterranea	7/2/2021	June	1	3	29		
Cala Estreta	Cystoseira mediterranea	7/2/2021	June	1	3	25		
Cala Estreta	Cystoseira mediterranea	7/2/2021	June	1	9	28		
Cala Estreta	Cystoseira mediterranea	7/2/2021	June	1	6	26		
Cala Estreta	Cystoseira mediterranea	7/2/2021	June	1	3	15		
Cala Estreta	Cystoseira mediterranea	7/2/2021	June	2	3	36		
Cala Estreta	Cystoseira mediterranea	7/2/2021	June	2	7	30		
Cala Estreta	Cystoseira mediterranea	7/2/2021	June	2	5	29	1	
Cala Estreta	Cystoseira mediterranea	7/2/2021	June	2	9	29		
Cala Estreta	Cystoseira mediterranea	7/2/2021	June	2	2	23		
Cala Estreta	Cystoseira mediterranea	7/2/2021	June	2	2	19		
Cala Estreta	Cystoseira mediterranea	7/2/2021	June	2	2	17		
Cala Estreta	Cystoseira mediterranea	7/2/2021	June	2	3	19		
Cala Estreta	Cystoseira mediterranea	7/2/2021	June	2	4	23	1	
Cala Estreta	Cystoseira mediterranea	7/2/2021	June	3	6	30		
Cala Estreta	Cystoseira mediterranea	7/2/2021	June	3	10	37		
Cala Estreta	Cystoseira mediterranea	7/2/2021	June	3	6	28		
Cala Estreta	Cystoseira mediterranea	7/2/2021	June	3	5	27		
Cala Estreta	Cystoseira mediterranea	7/2/2021	June	3	4	22		
Cala Estreta	Cystoseira mediterranea	7/2/2021	June	3	8	34		
Cala Estreta	Cystoseira mediterranea	7/2/2021	June	4	4	18		
Cala Estreta	Cystoseira mediterranea	7/2/2021	June	4	6	21		
Cala Estreta	Cystoseira mediterranea	7/2/2021	June	4	2	4		
Cala Estreta	Cystoseira mediterranea	7/2/2021	June	4	1	11		
Cala Estreta	Cystoseira mediterranea	7/2/2021	June	4	6	23		
Cala Estreta	Cystoseira mediterranea	7/2/2021	June	4	2	17		
Cala Estreta	Cystoseira mediterranea	7/2/2021	June	5	5	18		
Cala Estreta	Cystoseira mediterranea	7/2/2021	June	5	7	25		
Cala Estreta	Cystoseira mediterranea	7/2/2021	June	5	2	18		
Cala Estreta	Cystoseira mediterranea	7/2/2021	June	5	3	22		
Cala Estreta	Cystoseira mediterranea	7/2/2021	June	5	3	25		
Cala Estreta	Cystoseira mediterranea	7/2/2021	June	5	8	29		
Cala Estreta	Cystoseira mediterranea	7/2/2021	June	6	5	25		
Cala Estreta	Cystoseira mediterranea	7/2/2021	June	6	9	21		
Cala Estreta	Cystoseira mediterranea	7/2/2021	June	6	1	12		
Cala Estreta	Cystoseira mediterranea	7/2/2021	June	6	3	18		
Cala Estreta	Cystoseira mediterranea	7/2/2021	June	7	6	23		
Cala Estreta	Cystoseira mediterranea	7/2/2021	June	7	4	17		
Cala Estreta	Cystoseira mediterranea	7/2/2021	June	7	5	21		
Cala Estreta	Cystoseira mediterranea	7/2/2021	June	7	3	13		
Cala Estreta	Cystoseira mediterranea	7/2/2021	June	7	4	26		
Cala Estreta	Cystoseira mediterranea	7/2/2021	June	7	3	22		
Cala Estreta	Cystoseira mediterranea	7/2/2021	June	7	1	19		
Cala Estreta	Cystoseira mediterranea	7/2/2021	June	8	2	22		
Cala Estreta	Cystoseira mediterranea	7/2/2021	June	8	3	29		
Cala Estreta	Cystoseira mediterranea	7/2/2021	June	8	3	19		
Cala Estreta	Cystoseira mediterranea	7/2/2021	June	9	2			
Cala Estreta	Cystoseira mediterranea	7/2/2021	June	9	4	24		
Cala Estreta	Cystoseira mediterranea	7/2/2021	June	9	6	38		
Cala Estreta	Cystoseira mediterranea	7/2/2021	June	9	3	26		
Cala Estreta	Cystoseira mediterranea	7/2/2021	June	9	2	24		
Cala Estreta	Cystoseira mediterranea	7/2/2021	June	10	1	11		
Cala Estreta	Cystoseira mediterranea	7/2/2021	June	10	9	40		
Cala Estreta	Cystoseira mediterranea	7/2/2021	June	10	13	40		
Cala Estreta	Cystoseira mediterranea	7/2/2021	June	11	4	42		
Cala Estreta	Cystoseira mediterranea	7/2/2021	June	11	6	26		
Cala Estreta	Cystoseira mediterranea	7/2/2021	June	11	4	35		
Cala Estreta	Cystoseira mediterranea	7/2/2021	June	11	10	35		
Cala Estreta	Cystoseira mediterranea	7/2/2021	June	11	7	38	1	
Cala Estreta	Cystoseira mediterranea	7/2/2021	June	11	5	32		
Cala Estreta	Cystoseira mediterranea	7/2/2021	June	11	10	35	1	
Cala Estreta	Cystoseira mediterranea	7/2/2021	June	11	5	37		
Cala Estreta	Cystoseira mediterranea	7/2/2021	June	11	5	25		
Cala Estreta	Cystoseira mediterranea	7/2/2021	June	12	11	24	2	
Cala Estreta	Cystoseira mediterranea	7/2/2021	June	12	11	21	3	
Cala Estreta	Cystoseira mediterranea	7/2/2021	June	12	5	24	2	
Cala Estreta	Cystoseira mediterranea	7/2/2021	June	12	9	32	2	
Cala Estreta	Cystoseira mediterranea	7/2/2021	June	12	3	28	2	
Cala Estreta	Cystoseira mediterranea	7/2/2021	June	12	3	22	1	
Cala Estreta	Cystoseira mediterranea	7/2/2021	June	13	8	30	1	
Cala Estreta	Cystoseira mediterranea	7/2/2021	June	13	5	35	1	
Cala Estreta	Cystoseira mediterranea	7/2/2021	June	13	6	41	2	
Cala Estreta	Cystoseira mediterranea	7/2/2021	June	13	4	24	2	
Cala Estreta	Cystoseira mediterranea	7/2/2021	June	14	8	39	1	
Cala Estreta	Cystoseira mediterranea	7/2/2021	June	14	7	35	1	
Cala Estreta	Cystoseira mediterranea	7/2/2021	June	14	4	25	1	
Cala Estreta	Cystoseira mediterranea	7/2/2021	June	14	6	21		
Cala Estreta	Cystoseira mediterranea	7/2/2021	June	14	2	18		
Cala Estreta	Cystoseira mediterranea	7/22/2021	July	1	15	31		
Cala Estreta	Cystoseira mediterranea	7/22/2021	July	1	6	39		
Cala Estreta	Cystoseira mediterranea	7/22/2021	July	1	7	42		
Cala Estreta	Cystoseira mediterranea	7/22/2021	July	2	15	38		
Cala Estreta	Cystoseira mediterranea	7/22/2021	July	2	3	44		
Cala Estreta	Cystoseira mediterranea	7/22/2021	July	2	5	31		
Cala Estreta	Cystoseira mediterranea	7/22/2021	July	2	6	27		
Cala Estreta	Cystoseira mediterranea	7/22/2021	July	2	5	25		
Cala Estreta	Cystoseira mediterranea	7/22/2021	July	2	2	22		
Cala Estreta	Cystoseira mediterranea	7/22/2021	July	2	1	13		
Cala Estreta	Cystoseira mediterranea	7/22/2021	July	2	4	27		
