"Population"	"Species"	"Date"	"Month"	"Quadrat"	"Cauloid_size"	"Leaf_size"	"Fertility"	"Stage"	"Subpopulation"	"Year"	"uniq_id"
"467"	"Port de la Selva"	"Ericaria mediterranea"	2020-05-28	"May"	"7"	5	6	0	"Adult"	"CE"	2020	"CE_med_May_20"
"468"	"Port de la Selva"	"Ericaria mediterranea"	2020-05-28	"May"	"7"	6	6	0	"Adult"	"CE"	2020	"CE_med_May_20"
"469"	"Port de la Selva"	"Ericaria mediterranea"	2020-05-28	"May"	"7"	4	5	0	"Adult"	"CE"	2020	"CE_med_May_20"
"470"	"Port de la Selva"	"Ericaria mediterranea"	2020-05-28	"May"	"7"	3	4	0	"Adult"	"CE"	2020	"CE_med_May_20"
"471"	"Port de la Selva"	"Ericaria mediterranea"	2020-05-28	"May"	"7"	4	5	0	"Adult"	"CE"	2020	"CE_med_May_20"
"472"	"Port de la Selva"	"Ericaria mediterranea"	2020-05-28	"May"	"8"	6	8	0	"Adult"	"CE"	2020	"CE_med_May_20"
"473"	"Port de la Selva"	"Ericaria mediterranea"	2020-05-28	"May"	"8"	4	7	0	"Adult"	"CE"	2020	"CE_med_May_20"
"474"	"Port de la Selva"	"Ericaria mediterranea"	2020-05-28	"May"	"8"	4	8	0	"Adult"	"CE"	2020	"CE_med_May_20"
"475"	"Port de la Selva"	"Ericaria mediterranea"	2020-05-28	"May"	"8"	2	4	0	"Adult"	"CE"	2020	"CE_med_May_20"
"476"	"Port de la Selva"	"Ericaria mediterranea"	2020-05-28	"May"	"8"	7	8	0	"Adult"	"CE"	2020	"CE_med_May_20"
"477"	"Port de la Selva"	"Ericaria mediterranea"	2020-05-28	"May"	"8"	5	6	0	"Adult"	"CE"	2020	"CE_med_May_20"
"478"	"Port de la Selva"	"Ericaria mediterranea"	2020-05-28	"May"	"8"	5	7	0	"Adult"	"CE"	2020	"CE_med_May_20"
"479"	"Port de la Selva"	"Ericaria mediterranea"	2020-05-28	"May"	"8"	5	6	0	"Adult"	"CE"	2020	"CE_med_May_20"
"480"	"Port de la Selva"	"Ericaria mediterranea"	2020-05-28	"May"	"9"	2	3	0	"Adult"	"CE"	2020	"CE_med_May_20"
"481"	"Port de la Selva"	"Ericaria mediterranea"	2020-05-28	"May"	"9"	1	2	0	"Adult"	"CE"	2020	"CE_med_May_20"
"482"	"Port de la Selva"	"Ericaria mediterranea"	2020-05-28	"May"	"9"	2	4	0	"Adult"	"CE"	2020	"CE_med_May_20"
"483"	"Port de la Selva"	"Ericaria mediterranea"	2020-05-28	"May"	"9"	2	5	0	"Adult"	"CE"	2020	"CE_med_May_20"
"484"	"Port de la Selva"	"Ericaria mediterranea"	2020-05-28	"May"	"9"	2	7	0	"Adult"	"CE"	2020	"CE_med_May_20"
"485"	"Port de la Selva"	"Ericaria mediterranea"	2020-05-28	"May"	"9"	1	4	0	"Adult"	"CE"	2020	"CE_med_May_20"
"486"	"Port de la Selva"	"Ericaria mediterranea"	2020-05-28	"May"	"9"	1	3	0	"Adult"	"CE"	2020	"CE_med_May_20"
"487"	"Port de la Selva"	"Ericaria mediterranea"	2020-05-28	"May"	"9"	2	3	0	"Adult"	"CE"	2020	"CE_med_May_20"
"488"	"Port de la Selva"	"Ericaria mediterranea"	2020-05-28	"May"	"10"	4	7	0	"Adult"	"CE"	2020	"CE_med_May_20"
"489"	"Port de la Selva"	"Ericaria mediterranea"	2020-05-28	"May"	"10"	6	7	0	"Adult"	"CE"	2020	"CE_med_May_20"
"490"	"Port de la Selva"	"Ericaria mediterranea"	2020-05-28	"May"	"10"	5	6	0	"Adult"	"CE"	2020	"CE_med_May_20"
"491"	"Port de la Selva"	"Ericaria mediterranea"	2020-05-28	"May"	"10"	7	9	0	"Adult"	"CE"	2020	"CE_med_May_20"
"492"	"Port de la Selva"	"Ericaria mediterranea"	2020-05-28	"May"	"10"	6	9	0	"Adult"	"CE"	2020	"CE_med_May_20"
"493"	"Port de la Selva"	"Ericaria mediterranea"	2020-05-28	"May"	"10"	9	10	0	"Adult"	"CE"	2020	"CE_med_May_20"
"494"	"Port de la Selva"	"Ericaria mediterranea"	2020-05-28	"May"	"11"	6	8	0	"Adult"	"CE"	2020	"CE_med_May_20"
"495"	"Port de la Selva"	"Ericaria mediterranea"	2020-05-28	"May"	"11"	9	13	0	"Adult"	"CE"	2020	"CE_med_May_20"
"496"	"Port de la Selva"	"Ericaria mediterranea"	2020-05-28	"May"	"11"	6	13	0	"Adult"	"CE"	2020	"CE_med_May_20"
"497"	"Port de la Selva"	"Ericaria mediterranea"	2020-05-28	"May"	"11"	4	7	0	"Adult"	"CE"	2020	"CE_med_May_20"
"498"	"Port de la Selva"	"Ericaria mediterranea"	2020-05-28	"May"	"11"	5	9	0	"Adult"	"CE"	2020	"CE_med_May_20"
"499"	"Port de la Selva"	"Ericaria mediterranea"	2020-05-28	"May"	"11"	7	10	0	"Adult"	"CE"	2020	"CE_med_May_20"
"500"	"Port de la Selva"	"Ericaria mediterranea"	2020-05-28	"May"	"11"	6	8	0	"Adult"	"CE"	2020	"CE_med_May_20"
"501"	"Port de la Selva"	"Ericaria mediterranea"	2020-05-28	"May"	"12"	8	13	0	"Adult"	"CE"	2020	"CE_med_May_20"
"502"	"Port de la Selva"	"Ericaria mediterranea"	2020-05-28	"May"	"12"	6	10	0	"Adult"	"CE"	2020	"CE_med_May_20"
"503"	"Port de la Selva"	"Ericaria mediterranea"	2020-05-28	"May"	"12"	7	11	0	"Adult"	"CE"	2020	"CE_med_May_20"
"504"	"Port de la Selva"	"Ericaria mediterranea"	2020-05-28	"May"	"12"	6	8	0	"Adult"	"CE"	2020	"CE_med_May_20"
"505"	"Port de la Selva"	"Ericaria mediterranea"	2020-05-28	"May"	"12"	6	8	0	"Adult"	"CE"	2020	"CE_med_May_20"
"506"	"Port de la Selva"	"Ericaria mediterranea"	2020-05-28	"May"	"12"	5	7	0	"Adult"	"CE"	2020	"CE_med_May_20"
"507"	"Port de la Selva"	"Ericaria mediterranea"	2020-05-28	"May"	"12"	9	10	0	"Adult"	"CE"	2020	"CE_med_May_20"
"508"	"Port de la Selva"	"Ericaria mediterranea"	2020-05-28	"May"	"13"	8	10	0	"Adult"	"CE"	2020	"CE_med_May_20"
"509"	"Port de la Selva"	"Ericaria mediterranea"	2020-05-28	"May"	"13"	7	11	0	"Adult"	"CE"	2020	"CE_med_May_20"
"510"	"Port de la Selva"	"Ericaria mediterranea"	2020-05-28	"May"	"13"	4	11	0	"Adult"	"CE"	2020	"CE_med_May_20"
"511"	"Port de la Selva"	"Ericaria mediterranea"	2020-05-28	"May"	"13"	8.5	12	0	"Adult"	"CE"	2020	"CE_med_May_20"
"512"	"Port de la Selva"	"Ericaria mediterranea"	2020-05-28	"May"	"13"	10	14	0	"Adult"	"CE"	2020	"CE_med_May_20"
"513"	"Port de la Selva"	"Ericaria mediterranea"	2020-05-28	"May"	"13"	9	12	0	"Adult"	"CE"	2020	"CE_med_May_20"
"514"	"Port de la Selva"	"Ericaria mediterranea"	2020-05-28	"May"	"13"	7	12	0	"Adult"	"CE"	2020	"CE_med_May_20"
"515"	"Port de la Selva"	"Ericaria mediterranea"	2020-05-28	"May"	"14"	6	8	0	"Adult"	"CE"	2020	"CE_med_May_20"
"516"	"Port de la Selva"	"Ericaria mediterranea"	2020-05-28	"May"	"14"	4	11	0	"Adult"	"CE"	2020	"CE_med_May_20"
"517"	"Port de la Selva"	"Ericaria mediterranea"	2020-05-28	"May"	"14"	6	9	0	"Adult"	"CE"	2020	"CE_med_May_20"
"518"	"Port de la Selva"	"Ericaria mediterranea"	2020-05-28	"May"	"14"	7	8	0	"Adult"	"CE"	2020	"CE_med_May_20"
"519"	"Port de la Selva"	"Ericaria mediterranea"	2020-05-28	"May"	"14"	6	16	0	"Adult"	"CE"	2020	"CE_med_May_20"
"520"	"Port de la Selva"	"Ericaria mediterranea"	2020-05-28	"May"	"14"	5	9	0	"Adult"	"CE"	2020	"CE_med_May_20"
"521"	"Port de la Selva"	"Ericaria mediterranea"	2020-05-28	"May"	"15"	7	10	0	"Adult"	"CE"	2020	"CE_med_May_20"
"522"	"Port de la Selva"	"Ericaria mediterranea"	2020-05-28	"May"	"15"	10	14	0	"Adult"	"CE"	2020	"CE_med_May_20"
"523"	"Port de la Selva"	"Ericaria mediterranea"	2020-05-28	"May"	"15"	2	5	0	"Adult"	"CE"	2020	"CE_med_May_20"
"524"	"Port de la Selva"	"Ericaria mediterranea"	2020-05-28	"May"	"16"	3	5	0	"Adult"	"CE"	2020	"CE_med_May_20"
"525"	"Port de la Selva"	"Ericaria mediterranea"	2020-05-28	"May"	"16"	2	7	0	"Adult"	"CE"	2020	"CE_med_May_20"
"526"	"Port de la Selva"	"Ericaria mediterranea"	2020-05-28	"May"	"16"	6	9	0	"Adult"	"CE"	2020	"CE_med_May_20"
"527"	"Port de la Selva"	"Ericaria mediterranea"	2020-05-28	"May"	"16"	7	10	0	"Adult"	"CE"	2020	"CE_med_May_20"
"528"	"Port de la Selva"	"Ericaria mediterranea"	2020-05-28	"May"	"17"	8	10	0	"Adult"	"CE"	2020	"CE_med_May_20"
"529"	"Port de la Selva"	"Ericaria mediterranea"	2020-05-28	"May"	"17"	6	9	0	"Adult"	"CE"	2020	"CE_med_May_20"
"530"	"Port de la Selva"	"Ericaria mediterranea"	2020-05-28	"May"	"17"	6	10	0	"Adult"	"CE"	2020	"CE_med_May_20"
"531"	"Port de la Selva"	"Ericaria mediterranea"	2020-05-28	"May"	"17"	3	6	0	"Adult"	"CE"	2020	"CE_med_May_20"
"532"	"Port de la Selva"	"Ericaria mediterranea"	2020-05-28	"May"	"17"	4	7	0	"Adult"	"CE"	2020	"CE_med_May_20"
"533"	"Cala Estreta"	"Ericaria mediterranea"	2020-05-29	"May"	"1"	5	28	0	"Adult"	"CE"	2020	"CE_med_May_20"
"534"	"Cala Estreta"	"Ericaria mediterranea"	2020-05-29	"May"	"1"	3	29	0	"Adult"	"CE"	2020	"CE_med_May_20"
"535"	"Cala Estreta"	"Ericaria mediterranea"	2020-05-29	"May"	"2"	1	4	0	"Adult"	"CE"	2020	"CE_med_May_20"
"536"	"Cala Estreta"	"Ericaria mediterranea"	2020-05-29	"May"	"2"	2	4	0	"Adult"	"CE"	2020	"CE_med_May_20"
"537"	"Cala Estreta"	"Ericaria mediterranea"	2020-05-29	"May"	"2"	3	10	0	"Adult"	"CE"	2020	"CE_med_May_20"
"538"	"Cala Estreta"	"Ericaria mediterranea"	2020-05-29	"May"	"2"	4	18	0	"Adult"	"CE"	2020	"CE_med_May_20"
"539"	"Cala Estreta"	"Ericaria mediterranea"	2020-05-29	"May"	"2"	4.5	21	0	"Adult"	"CE"	2020	"CE_med_May_20"
"540"	"Cala Estreta"	"Ericaria mediterranea"	2020-05-29	"May"	"3"	3	21	0	"Adult"	"CE"	2020	"CE_med_May_20"
"541"	"Cala Estreta"	"Ericaria mediterranea"	2020-05-29	"May"	"3"	5	22	0	"Adult"	"CE"	2020	"CE_med_May_20"
"542"	"Cala Estreta"	"Ericaria mediterranea"	2020-05-29	"May"	"3"	3	19.5	0	"Adult"	"CE"	2020	"CE_med_May_20"
"543"	"Cala Estreta"	"Ericaria mediterranea"	2020-05-29	"May"	"3"	3.5	18	0	"Adult"	"CE"	2020	"CE_med_May_20"
"544"	"Cala Estreta"	"Ericaria mediterranea"	2020-05-29	"May"	"3"	1	19	0	"Adult"	"CE"	2020	"CE_med_May_20"
"545"	"Cala Estreta"	"Ericaria mediterranea"	2020-05-29	"May"	"3"	2	32	0	"Adult"	"CE"	2020	"CE_med_May_20"
"546"	"Cala Estreta"	"Ericaria mediterranea"	2020-05-29	"May"	"3"	8	30	0	"Adult"	"CE"	2020	"CE_med_May_20"
"547"	"Cala Estreta"	"Ericaria mediterranea"	2020-05-29	"May"	"4"	5	35	0	"Adult"	"CE"	2020	"CE_med_May_20"
"548"	"Cala Estreta"	"Ericaria mediterranea"	2020-05-29	"May"	"4"	7	14	0	"Adult"	"CE"	2020	"CE_med_May_20"
"549"	"Cala Estreta"	"Ericaria mediterranea"	2020-05-29	"May"	"5"	4.5	22	0	"Adult"	"CE"	2020	"CE_med_May_20"
"550"	"Cala Estreta"	"Ericaria mediterranea"	2020-05-29	"May"	"5"	2.5	13	0	"Adult"	"CE"	2020	"CE_med_May_20"
"551"	"Cala Estreta"	"Ericaria mediterranea"	2020-05-29	"May"	"5"	2	22	0	"Adult"	"CE"	2020	"CE_med_May_20"
"552"	"Cala Estreta"	"Ericaria mediterranea"	2020-05-29	"May"	"5"	3	25	0	"Adult"	"CE"	2020	"CE_med_May_20"
"553"	"Cala Estreta"	"Ericaria mediterranea"	2020-05-29	"May"	"5"	1	19	0	"Adult"	"CE"	2020	"CE_med_May_20"
"554"	"Cala Estreta"	"Ericaria mediterranea"	2020-05-29	"May"	"6"	6	41	0	"Adult"	"CE"	2020	"CE_med_May_20"
"555"	"Cala Estreta"	"Ericaria mediterranea"	2020-05-29	"May"	"6"	9	37	0	"Adult"	"CE"	2020	"CE_med_May_20"
"556"	"Cala Estreta"	"Ericaria mediterranea"	2020-05-29	"May"	"6"	8.5	47	0	"Adult"	"CE"	2020	"CE_med_May_20"
"557"	"Cala Estreta"	"Ericaria mediterranea"	2020-05-29	"May"	"6"	9	38	0	"Adult"	"CE"	2020	"CE_med_May_20"
"558"	"Cala Estreta"	"Ericaria mediterranea"	2020-05-29	"May"	"7"	2.5	38	0	"Adult"	"CE"	2020	"CE_med_May_20"
"559"	"Cala Estreta"	"Ericaria mediterranea"	2020-05-29	"May"	"7"	7	32	0	"Adult"	"CE"	2020	"CE_med_May_20"
"560"	"Cala Estreta"	"Ericaria mediterranea"	2020-05-29	"May"	"7"	4	31	0	"Adult"	"CE"	2020	"CE_med_May_20"
"561"	"Cala Estreta"	"Ericaria mediterranea"	2020-05-29	"May"	"7"	1	17	0	"Adult"	"CE"	2020	"CE_med_May_20"
"562"	"Cala Estreta"	"Ericaria mediterranea"	2020-05-29	"May"	"7"	5	31	0	"Adult"	"CE"	2020	"CE_med_May_20"
"563"	"Cala Estreta"	"Ericaria mediterranea"	2020-05-29	"May"	"8"	7.5	35	0	"Adult"	"CE"	2020	"CE_med_May_20"
"564"	"Cala Estreta"	"Ericaria mediterranea"	2020-05-29	"May"	"8"	8	30	0	"Adult"	"CE"	2020	"CE_med_May_20"
"565"	"Cala Estreta"	"Ericaria mediterranea"	2020-05-29	"May"	"8"	8	26	0	"Adult"	"CE"	2020	"CE_med_May_20"
"566"	"Cala Estreta"	"Ericaria mediterranea"	2020-05-29	"May"	"8"	9	27	0	"Adult"	"CE"	2020	"CE_med_May_20"
"567"	"Cala Estreta"	"Ericaria mediterranea"	2020-05-29	"May"	"8"	3	15	0	"Adult"	"CE"	2020	"CE_med_May_20"
"568"	"Cala Estreta"	"Ericaria mediterranea"	2020-05-29	"May"	"8"	5	28	0	"Adult"	"CE"	2020	"CE_med_May_20"
"569"	"Cala Estreta"	"Ericaria mediterranea"	2020-05-29	"May"	"9"	2	32	0	"Adult"	"CE"	2020	"CE_med_May_20"
"570"	"Cala Estreta"	"Ericaria mediterranea"	2020-05-29	"May"	"9"	3	21	0	"Adult"	"CE"	2020	"CE_med_May_20"
"571"	"Cala Estreta"	"Ericaria mediterranea"	2020-05-29	"May"	"9"	1	36	0	"Adult"	"CE"	2020	"CE_med_May_20"
"572"	"Cala Estreta"	"Ericaria mediterranea"	2020-05-29	"May"	"9"	5	48	0	"Adult"	"CE"	2020	"CE_med_May_20"
"573"	"Cala Estreta"	"Ericaria mediterranea"	2020-05-29	"May"	"10"	2	34	0	"Adult"	"CE"	2020	"CE_med_May_20"
"574"	"Cala Estreta"	"Ericaria mediterranea"	2020-05-29	"May"	"10"	15	22	0	"Adult"	"CE"	2020	"CE_med_May_20"
"575"	"Cala Estreta"	"Ericaria mediterranea"	2020-05-29	"May"	"10"	2	24	0	"Adult"	"CE"	2020	"CE_med_May_20"
"576"	"Cala Estreta"	"Ericaria mediterranea"	2020-05-29	"May"	"11"	11	47	0	"Adult"	"CE"	2020	"CE_med_May_20"
"577"	"Cala Estreta"	"Ericaria mediterranea"	2020-05-29	"May"	"11"	7	35	0	"Adult"	"CE"	2020	"CE_med_May_20"
"578"	"Cala Estreta"	"Ericaria mediterranea"	2020-05-29	"May"	"11"	10	34	0	"Adult"	"CE"	2020	"CE_med_May_20"
"579"	"Cala Estreta"	"Ericaria mediterranea"	2020-05-29	"May"	"11"	13	43	0	"Adult"	"CE"	2020	"CE_med_May_20"
"580"	"Cala Estreta"	"Ericaria mediterranea"	2020-05-29	"May"	"12"	5	22	0	"Adult"	"CE"	2020	"CE_med_May_20"
"581"	"Cala Estreta"	"Ericaria mediterranea"	2020-05-29	"May"	"12"	8	36	0	"Adult"	"CE"	2020	"CE_med_May_20"
"582"	"Cala Estreta"	"Ericaria mediterranea"	2020-05-29	"May"	"12"	1	9.5	0	"Adult"	"CE"	2020	"CE_med_May_20"
"583"	"Cala Estreta"	"Ericaria mediterranea"	2020-05-29	"May"	"12"	10	40	0	"Adult"	"CE"	2020	"CE_med_May_20"
"584"	"Cala Estreta"	"Ericaria mediterranea"	2020-05-29	"May"	"13"	5	29	0	"Adult"	"CE"	2020	"CE_med_May_20"
"585"	"Cala Estreta"	"Ericaria mediterranea"	2020-05-29	"May"	"13"	3.5	42	0	"Adult"	"CE"	2020	"CE_med_May_20"
"586"	"Cala Estreta"	"Ericaria mediterranea"	2020-05-29	"May"	"13"	6.5	37	0	"Adult"	"CE"	2020	"CE_med_May_20"
"587"	"Cala Estreta"	"Ericaria mediterranea"	2020-05-29	"May"	"13"	9	41	0	"Adult"	"CE"	2020	"CE_med_May_20"
"588"	"Cala Estreta"	"Ericaria mediterranea"	2020-05-29	"May"	"14"	2	40	0	"Adult"	"CE"	2020	"CE_med_May_20"
"589"	"Cala Estreta"	"Ericaria mediterranea"	2020-05-29	"May"	"14"	2.5	34	0	"Adult"	"CE"	2020	"CE_med_May_20"
"590"	"Cala Estreta"	"Ericaria mediterranea"	2020-05-29	"May"	"14"	4.5	35	0	"Adult"	"CE"	2020	"CE_med_May_20"
"591"	"Cala Estreta"	"Ericaria mediterranea"	2020-05-29	"May"	"14"	4	49	0	"Adult"	"CE"	2020	"CE_med_May_20"
"592"	"Cala Estreta"	"Ericaria mediterranea"	2020-05-29	"May"	"15"	3	21	0	"Adult"	"CE"	2020	"CE_med_May_20"
"593"	"Cala Estreta"	"Ericaria mediterranea"	2020-05-29	"May"	"15"	6	36	0	"Adult"	"CE"	2020	"CE_med_May_20"
"594"	"Cala Estreta"	"Ericaria mediterranea"	2020-05-29	"May"	"16"	2	32	0	"Adult"	"CE"	2020	"CE_med_May_20"
"595"	"Cala Estreta"	"Ericaria mediterranea"	2020-05-29	"May"	"16"	6	20	0	"Adult"	"CE"	2020	"CE_med_May_20"
"596"	"Cala Estreta"	"Ericaria mediterranea"	2020-05-29	"May"	"16"	5	25	0	"Adult"	"CE"	2020	"CE_med_May_20"
"597"	"Cala Estreta"	"Ericaria mediterranea"	2020-05-29	"May"	"16"	8	29	0	"Adult"	"CE"	2020	"CE_med_May_20"
"598"	"Cala Estreta"	"Ericaria mediterranea"	2020-05-29	"May"	"17"	2	20	0	"Adult"	"CE"	2020	"CE_med_May_20"
"599"	"Cala Estreta"	"Ericaria mediterranea"	2020-05-29	"May"	"17"	2.5	33	0	"Adult"	"CE"	2020	"CE_med_May_20"
"600"	"Cala Estreta"	"Ericaria mediterranea"	2020-05-29	"May"	"17"	3	31	0	"Adult"	"CE"	2020	"CE_med_May_20"
"601"	"Cala Estreta"	"Ericaria mediterranea"	2020-05-29	"May"	"17"	1.5	23	0	"Adult"	"CE"	2020	"CE_med_May_20"
"602"	"Cala Estreta"	"Ericaria mediterranea"	2020-05-29	"May"	"17"	4	41	0	"Adult"	"CE"	2020	"CE_med_May_20"
"603"	"Cala Estreta"	"Ericaria mediterranea"	2020-05-29	"May"	"18"	6	18	0	"Adult"	"CE"	2020	"CE_med_May_20"
"604"	"Cala Estreta"	"Ericaria mediterranea"	2020-05-29	"May"	"18"	3	15.5	0	"Adult"	"CE"	2020	"CE_med_May_20"
"605"	"Cala Estreta"	"Ericaria mediterranea"	2020-05-29	"May"	"18"	2	20	0	"Adult"	"CE"	2020	"CE_med_May_20"
"606"	"Cala Estreta"	"Ericaria mediterranea"	2020-05-29	"May"	"18"	7	26	0	"Adult"	"CE"	2020	"CE_med_May_20"
"607"	"Cala Estreta"	"Ericaria mediterranea"	2020-05-29	"May"	"19"	6	25	0	"Adult"	"CE"	2020	"CE_med_May_20"
"608"	"Cala Estreta"	"Ericaria mediterranea"	2020-05-29	"May"	"19"	3	22	0	"Adult"	"CE"	2020	"CE_med_May_20"
"609"	"Cala Estreta"	"Ericaria mediterranea"	2020-05-29	"May"	"19"	7	45	0	"Adult"	"CE"	2020	"CE_med_May_20"
"610"	"Cala Estreta"	"Ericaria mediterranea"	2020-05-29	"May"	"19"	1.5	45	0	"Adult"	"CE"	2020	"CE_med_May_20"
"611"	"Cala Estreta"	"Ericaria mediterranea"	2020-05-29	"May"	"20"	5	34	0	"Adult"	"CE"	2020	"CE_med_May_20"
"612"	"Cala Estreta"	"Ericaria mediterranea"	2020-05-29	"May"	"20"	3	32	0	"Adult"	"CE"	2020	"CE_med_May_20"
"613"	"Cala Estreta"	"Ericaria mediterranea"	2020-05-29	"May"	"20"	6.5	33	0	"Adult"	"CE"	2020	"CE_med_May_20"
"614"	"Cala Estreta"	"Ericaria mediterranea"	2020-05-29	"May"	"21"	2	29	0	"Adult"	"CE"	2020	"CE_med_May_20"
"615"	"Cala Estreta"	"Ericaria mediterranea"	2020-05-29	"May"	"21"	5.5	37	0	"Adult"	"CE"	2020	"CE_med_May_20"
"616"	"Cala Estreta"	"Ericaria mediterranea"	2020-05-29	"May"	"21"	3	34	0	"Adult"	"CE"	2020	"CE_med_May_20"
"617"	"Port de la Selva"	"Ericaria mediterranea"	2020-06-25	"June"	"1"	7	18	0	"Adult"	"CE"	2020	"CE_med_Jun_20"
"618"	"Port de la Selva"	"Ericaria mediterranea"	2020-06-25	"June"	"1"	13	32	2	"Adult"	"CE"	2020	"CE_med_Jun_20"
"619"	"Port de la Selva"	"Ericaria mediterranea"	2020-06-25	"June"	"1"	8	17	3	"Adult"	"CE"	2020	"CE_med_Jun_20"
"620"	"Port de la Selva"	"Ericaria mediterranea"	2020-06-25	"June"	"2"	9	19	0	"Adult"	"CE"	2020	"CE_med_Jun_20"
"621"	"Port de la Selva"	"Ericaria mediterranea"	2020-06-25	"June"	"2"	7	19	3	"Adult"	"CE"	2020	"CE_med_Jun_20"
"622"	"Port de la Selva"	"Ericaria mediterranea"	2020-06-25	"June"	"3"	4	9	0	"Adult"	"CE"	2020	"CE_med_Jun_20"
"623"	"Port de la Selva"	"Ericaria mediterranea"	2020-06-25	"June"	"3"	6	8	0	"Adult"	"CE"	2020	"CE_med_Jun_20"
"624"	"Port de la Selva"	"Ericaria mediterranea"	2020-06-25	"June"	"3"	5	7	0	"Adult"	"CE"	2020	"CE_med_Jun_20"
"625"	"Port de la Selva"	"Ericaria mediterranea"	2020-06-25	"June"	"3"	10	10	0	"Adult"	"CE"	2020	"CE_med_Jun_20"
"626"	"Port de la Selva"	"Ericaria mediterranea"	2020-06-25	"June"	"3"	2	3	0	"Adult"	"CE"	2020	"CE_med_Jun_20"
"627"	"Port de la Selva"	"Ericaria mediterranea"	2020-06-25	"June"	"3"	7	8	0	"Adult"	"CE"	2020	"CE_med_Jun_20"
"628"	"Port de la Selva"	"Ericaria mediterranea"	2020-06-25	"June"	"4"	14	14	0	"Adult"	"CE"	2020	"CE_med_Jun_20"
"629"	"Port de la Selva"	"Ericaria mediterranea"	2020-06-25	"June"	"4"	10	13	0	"Adult"	"CE"	2020	"CE_med_Jun_20"
"630"	"Port de la Selva"	"Ericaria mediterranea"	2020-06-25	"June"	"4"	8	11	0	"Adult"	"CE"	2020	"CE_med_Jun_20"
"631"	"Port de la Selva"	"Ericaria mediterranea"	2020-06-25	"June"	"4"	9	9	0	"Adult"	"CE"	2020	"CE_med_Jun_20"
"632"	"Port de la Selva"	"Ericaria mediterranea"	2020-06-25	"June"	"4"	8	12	0	"Adult"	"CE"	2020	"CE_med_Jun_20"
"633"	"Port de la Selva"	"Ericaria mediterranea"	2020-06-25	"June"	"5"	8	9	0	"Adult"	"CE"	2020	"CE_med_Jun_20"
"634"	"Port de la Selva"	"Ericaria mediterranea"	2020-06-25	"June"	"5"	3	7	0	"Adult"	"CE"	2020	"CE_med_Jun_20"
"635"	"Port de la Selva"	"Ericaria mediterranea"	2020-06-25	"June"	"5"	6	11	0	"Adult"	"CE"	2020	"CE_med_Jun_20"
"636"	"Port de la Selva"	"Ericaria mediterranea"	2020-06-25	"June"	"5"	4	8	0	"Adult"	"CE"	2020	"CE_med_Jun_20"
"637"	"Port de la Selva"	"Ericaria mediterranea"	2020-06-25	"June"	"6"	5	7	0	"Adult"	"CE"	2020	"CE_med_Jun_20"
"638"	"Port de la Selva"	"Ericaria mediterranea"	2020-06-25	"June"	"6"	11	11	0	"Adult"	"CE"	2020	"CE_med_Jun_20"
"639"	"Port de la Selva"	"Ericaria mediterranea"	2020-06-25	"June"	"6"	11	14	0	"Adult"	"CE"	2020	"CE_med_Jun_20"
"640"	"Port de la Selva"	"Ericaria mediterranea"	2020-06-25	"June"	"7"	4	8	0	"Adult"	"CE"	2020	"CE_med_Jun_20"
"641"	"Port de la Selva"	"Ericaria mediterranea"	2020-06-25	"June"	"7"	6	7	0	"Adult"	"CE"	2020	"CE_med_Jun_20"
"642"	"Port de la Selva"	"Ericaria mediterranea"	2020-06-25	"June"	"7"	6	7	0	"Adult"	"CE"	2020	"CE_med_Jun_20"
"643"	"Port de la Selva"	"Ericaria mediterranea"	2020-06-25	"June"	"7"	3	6	0	"Adult"	"CE"	2020	"CE_med_Jun_20"
"644"	"Port de la Selva"	"Ericaria mediterranea"	2020-06-25	"June"	"8"	8	12	0	"Adult"	"CE"	2020	"CE_med_Jun_20"
"645"	"Port de la Selva"	"Ericaria mediterranea"	2020-06-25	"June"	"8"	8	8	0	"Adult"	"CE"	2020	"CE_med_Jun_20"
"646"	"Port de la Selva"	"Ericaria mediterranea"	2020-06-25	"June"	"8"	6	7	0	"Adult"	"CE"	2020	"CE_med_Jun_20"
"647"	"Port de la Selva"	"Ericaria mediterranea"	2020-06-25	"June"	"8"	6	7	0	"Adult"	"CE"	2020	"CE_med_Jun_20"
"648"	"Port de la Selva"	"Ericaria mediterranea"	2020-06-25	"June"	"9"	10	11	0	"Adult"	"CE"	2020	"CE_med_Jun_20"
"649"	"Port de la Selva"	"Ericaria mediterranea"	2020-06-25	"June"	"9"	8	10	0	"Adult"	"CE"	2020	"CE_med_Jun_20"
"650"	"Port de la Selva"	"Ericaria mediterranea"	2020-06-25	"June"	"9"	7	11	0	"Adult"	"CE"	2020	"CE_med_Jun_20"
"651"	"Port de la Selva"	"Ericaria mediterranea"	2020-06-25	"June"	"9"	7	10	0	"Adult"	"CE"	2020	"CE_med_Jun_20"
"652"	"Port de la Selva"	"Ericaria mediterranea"	2020-06-25	"June"	"9"	7	11	0	"Adult"	"CE"	2020	"CE_med_Jun_20"
"653"	"Port de la Selva"	"Ericaria mediterranea"	2020-06-25	"June"	"10"	6	11	0	"Adult"	"CE"	2020	"CE_med_Jun_20"
"654"	"Port de la Selva"	"Ericaria mediterranea"	2020-06-25	"June"	"10"	3	10	0	"Adult"	"CE"	2020	"CE_med_Jun_20"
"655"	"Port de la Selva"	"Ericaria mediterranea"	2020-06-25	"June"	"10"	4	11	0	"Adult"	"CE"	2020	"CE_med_Jun_20"
